CodCliente,TotalPlan,Ubicacion,Genero,Edad,Antiguedad,Saldo,NoServicios,PagoApp,GamaAlta,TContrato,Churn
15616,678,Escuintla,M,27,2,264.97,2,1,1,0,0
15750,586,Escuintla,F,42,2,498.49,1,1,0,1,0
15769,550,Guatemala,F,40,8,638.03,1,0,0,1,1
15770,643,Quetzaltenango,M,28,9,274.97,2,1,0,0,0
15716,612,Escuintla,M,39,5,274.97,1,1,1,0,0
15740,674,Quetzaltenango,F,27,4,0,1,0,1,1,0
15796,657,Escuintla,M,29,7,0,1,1,0,1,0
15811,724,Quetzaltenango,F,35,0,1077,2,0,1,1,0
15783,500,Guatemala,F,34,4,0,2,1,0,1,0
15671,688,Guatemala,M,20,8,249.99,2,1,1,0,0
15677,599,Guatemala,M,50,3,328.53,1,0,0,1,1
15633,631,Guatemala,M,29,7,0,2,0,1,0,0
15634,634,Escuintla,M,52,1,0,2,1,1,1,0
15579,545,Guatemala,M,37,3,225,1,1,0,0,0
15619,644,Escuintla,M,18,8,297.21,2,1,0,1,0
15567,690,Quetzaltenango,F,54,1,328.99,1,1,1,1,1
15711,711,Guatemala,F,34,6,225,2,1,1,0,0
15751,712,Guatemala,F,29,8,0,1,1,1,1,0
15768,627,Guatemala,M,27,1,0,1,1,1,1,0
15586,694,Escuintla,M,39,3,274.97,1,1,1,0,0
15636,534,Escuintla,M,35,4,849.97,2,0,0,0,0
15623,603,Guatemala,M,45,9,179.46,1,0,0,1,0
15703,808,Guatemala,F,33,2,342.56,1,1,0,1,0
15663,723,Escuintla,M,30,1,0,3,1,0,0,1
15780,585,Guatemala,F,35,2,299,2,1,0,1,1
15768,706,Guatemala,M,34,8,149,2,1,1,1,0
15643,671,Guatemala,F,31,6,225,2,1,1,0,0
15754,597,Escuintla,M,43,2,328.97,1,0,1,1,1
15676,646,Guatemala,F,43,8,298.24,1,1,0,1,0
15800,801,Escuintla,F,46,6,0,2,1,1,0,0
15648,731,Escuintla,F,33,5,0,2,1,0,1,0
15668,620,Quetzaltenango,F,25,1,931.57,1,1,1,1,0
15728,484,Quetzaltenango,M,40,7,225,2,0,0,0,0
15724,647,Escuintla,M,47,5,657.98,2,1,1,1,0
15647,688,Quetzaltenango,F,40,8,299,2,0,1,1,0
15702,680,Quetzaltenango,M,30,4,298.77,2,0,1,1,1
15567,689,Guatemala,F,46,7,406.97,2,1,1,1,0
15674,513,Quetzaltenango,M,34,7,199.97,1,0,0,0,0
15686,553,Quetzaltenango,M,35,2,0,2,1,0,1,0
15607,689,Quetzaltenango,M,47,2,553.47,2,0,0,1,0
15806,517,Escuintla,M,46,4,975,1,1,0,1,0
15632,731,Guatemala,M,37,8,299,2,1,1,1,0
15709,687,Quetzaltenango,F,47,1,428.99,1,0,0,1,1
15638,507,Escuintla,M,32,7,249.97,2,1,0,0,0
15749,468,Guatemala,F,22,1,0,1,1,1,0,0
15791,682,Escuintla,F,58,4,328.99,1,1,0,1,0
15699,603,Guatemala,F,24,3,0,1,1,1,1,1
15638,522,Quetzaltenango,M,25,1,327.46,1,1,1,1,0
15575,629,Escuintla,M,41,10,300,1,0,0,1,0
15752,729,Guatemala,F,32,7,350,1,0,1,1,0
15774,574,Guatemala,F,39,5,350,1,1,0,0,0
15570,677,Quetzaltenango,F,39,0,0,2,1,1,1,0
15599,627,Quetzaltenango,M,28,5,1000,1,1,1,1,0
15744,788,Escuintla,M,36,10,274.99,1,1,1,0,0
15647,697,Guatemala,M,63,7,849.97,1,0,0,0,1
15728,578,Guatemala,M,45,1,1068.56,1,1,0,1,1
15584,519,Guatemala,M,48,10,225,1,1,0,0,0
15749,632,Guatemala,F,40,9,0,1,1,0,0,1
15622,679,Guatemala,F,39,4,274.99,1,0,0,0,1
15587,699,Guatemala,M,30,9,857.07,1,1,1,1,0
15779,615,Guatemala,M,64,0,418.77,2,0,1,1,0
15733,622,Escuintla,M,36,9,637.98,2,1,1,1,0
15711,755,Guatemala,F,28,7,0,1,0,1,1,0
15795,767,Guatemala,F,42,2,300,1,1,0,1,0
15611,752,Quetzaltenango,F,38,10,249.99,2,1,0,0,0
15794,633,Guatemala,F,26,8,458.14,1,1,1,1,0
15780,717,Guatemala,F,59,4,1127.99,2,1,1,1,0
15690,585,Escuintla,M,45,0,450,2,0,0,0,0
15722,751,Guatemala,F,37,9,399,2,0,0,1,0
15569,754,Quetzaltenango,M,65,1,249.97,1,1,1,0,1
15707,495,Guatemala,M,47,10,0,1,1,0,1,0
15702,650,Guatemala,M,34,4,0,1,0,1,1,0
15801,529,Guatemala,F,31,6,0,1,1,0,1,0
15580,585,Guatemala,F,43,2,225,2,1,0,0,0
15637,668,Escuintla,M,32,1,578.24,1,0,1,1,0
15715,591,Guatemala,F,38,2,225,1,0,1,0,0
15732,731,Guatemala,M,19,6,249.99,2,1,1,0,0
15737,754,Guatemala,F,45,6,0,1,1,0,0,1
15694,650,Quetzaltenango,F,46,9,898.53,2,1,0,1,0
15649,588,Quetzaltenango,M,41,2,199.97,2,0,1,0,0
15742,712,Escuintla,F,29,7,300.41,1,1,0,1,0
15637,691,Guatemala,F,34,7,0,2,0,1,1,0
15633,771,Guatemala,F,41,10,338.03,4,1,1,1,1
15611,678,Escuintla,F,39,6,299.98,1,0,1,0,0
15638,719,Escuintla,F,40,9,499,2,1,0,1,0
15722,610,Quetzaltenango,M,36,7,0,1,0,1,1,0
15672,722,Escuintla,M,37,9,225,2,1,0,0,0
15668,758,Quetzaltenango,F,23,5,1490.01,1,1,0,1,1
15780,709,Guatemala,F,32,2,225,2,0,0,0,0
15659,634,Quetzaltenango,F,53,3,0,2,1,1,0,1
15624,678,Escuintla,F,49,1,225,2,1,1,0,0
15708,633,Guatemala,M,35,3,225,2,1,1,0,0
15755,710,Guatemala,M,43,9,199.99,1,1,0,0,1
15647,640,Quetzaltenango,M,45,8,0,1,0,0,1,0
15684,656,Guatemala,M,63,8,597.03,2,0,1,1,0
15702,551,Guatemala,F,59,2,299,1,1,0,1,1
15646,786,Escuintla,F,39,7,0,2,0,0,1,0
15748,561,Guatemala,F,49,8,0,2,1,1,0,0
15694,807,Escuintla,M,42,5,297.44,2,1,1,1,0
15643,602,Quetzaltenango,M,38,2,199.97,2,0,0,0,0
15649,727,Quetzaltenango,F,31,3,225,2,1,0,0,0
15774,678,Guatemala,M,40,1,0,2,1,1,0,0
15731,730,Guatemala,M,23,8,330.97,2,1,0,1,0
15617,596,Escuintla,F,30,1,450,2,1,0,0,0
15780,686,Quetzaltenango,M,39,3,274.99,2,1,1,0,0
15577,684,Quetzaltenango,F,26,2,225,1,0,0,0,0
15809,797,Quetzaltenango,M,32,1,274.98,1,1,0,0,0
15789,658,Guatemala,F,39,4,300,1,1,1,1,0
15725,653,Escuintla,F,27,6,563.05,2,1,1,1,0
15672,641,Guatemala,M,37,6,225,2,1,0,0,0
15574,656,Escuintla,F,41,6,0,2,1,1,1,0
15661,750,Escuintla,F,36,6,0,2,1,1,1,0
15665,768,Guatemala,F,40,8,418.76,2,0,1,1,0
15673,568,Guatemala,M,33,7,508.69,2,1,0,1,0
15747,706,Quetzaltenango,M,36,9,588.24,2,1,0,1,0
15666,430,Quetzaltenango,F,38,8,0,1,1,0,1,0
15773,745,Quetzaltenango,M,35,4,543.51,1,1,0,1,0
15581,747,Guatemala,M,43,1,0,1,0,1,0,1
15672,657,Quetzaltenango,M,40,7,597.77,1,0,1,1,1
15777,639,Guatemala,F,42,4,0,2,0,0,1,0
15713,704,Guatemala,M,44,3,0,2,0,1,0,0
15577,651,Escuintla,M,23,4,225,2,1,0,0,0
15786,706,Quetzaltenango,F,44,2,0,2,1,0,0,0
15753,632,Quetzaltenango,M,30,2,299,2,0,1,1,0
15759,751,Guatemala,M,42,4,0,2,1,1,1,0
15801,767,Guatemala,F,35,2,0,2,0,0,0,0
15656,741,Guatemala,M,39,5,0,1,0,1,1,0
15608,651,Quetzaltenango,M,29,3,450,1,1,0,0,1
15582,601,Guatemala,M,46,2,618,1,1,1,0,1
15632,520,Guatemala,M,34,3,429,2,1,1,1,0
15587,626,Quetzaltenango,M,27,4,748.99,2,0,1,1,0
15654,811,Guatemala,M,30,6,358.08,2,1,1,1,0
15611,730,Guatemala,F,32,9,300,1,0,0,1,0
15749,604,Quetzaltenango,F,47,4,299,1,0,1,1,1
15810,499,Quetzaltenango,F,44,6,225,2,1,0,0,0
15813,754,Escuintla,M,40,2,299,1,0,1,1,0
15605,716,Escuintla,F,29,8,323.49,2,0,0,1,0
15669,636,Guatemala,F,20,10,0,1,0,0,1,0
15792,470,Guatemala,F,25,8,298.49,2,1,1,1,0
15593,444,Guatemala,M,43,3,0,2,1,1,1,0
15683,809,Escuintla,F,48,2,112.51,1,1,0,0,1
15632,850,Quetzaltenango,F,30,3,225,2,1,1,0,0
15731,637,Guatemala,M,27,1,648,2,1,0,1,0
15760,512,Guatemala,M,43,1,0,2,1,1,0,0
15787,774,Escuintla,F,43,1,431.24,1,0,0,1,0
15650,641,Guatemala,M,57,5,753.22,2,1,1,1,0
15573,586,Quetzaltenango,M,42,6,0,2,1,0,0,0
15705,611,Guatemala,M,30,9,274.97,2,1,1,0,0
15791,660,Escuintla,M,31,1,0,1,1,1,0,0
15684,532,Guatemala,M,43,9,98.44,2,0,0,1,1
15700,557,Quetzaltenango,F,38,2,1100,1,0,0,1,0
15770,730,Escuintla,M,25,5,1475,1,1,1,1,0
15790,535,Guatemala,F,27,6,0,2,0,1,0,0
15604,773,Quetzaltenango,F,36,4,450,1,0,1,0,0
15637,510,Quetzaltenango,F,44,4,0,1,1,0,1,1
15736,539,Guatemala,M,39,1,300,1,1,1,1,0
15666,690,Escuintla,F,48,2,297.24,2,1,1,1,0
15727,821,Guatemala,F,40,1,0,2,1,0,1,0
15785,687,Quetzaltenango,M,35,1,0,2,1,1,1,0
15658,557,Guatemala,F,46,4,328.99,2,1,1,1,0
15687,532,Escuintla,F,37,5,300,2,0,1,1,0
15799,540,Escuintla,M,39,2,318.24,2,1,0,1,0
15758,705,Guatemala,F,55,8,300,2,1,1,1,0
15689,542,Quetzaltenango,F,35,9,0,2,1,0,0,1
15586,706,Guatemala,M,38,1,0,2,1,0,1,0
15707,765,Guatemala,F,56,1,548.99,1,1,0,1,1
15719,529,Guatemala,M,67,8,924.67,2,1,1,1,1
15639,714,Guatemala,M,54,7,0,1,1,0,0,0
15576,582,Guatemala,M,41,1,225,1,1,0,0,0
15757,609,Quetzaltenango,F,40,10,450,2,1,0,0,0
15633,518,Guatemala,F,28,9,274.99,1,0,0,0,0
15753,791,Quetzaltenango,M,35,5,450,1,1,1,0,1
15782,747,Guatemala,M,42,4,300,1,1,0,1,1
15746,565,Guatemala,F,40,2,402.97,2,1,1,1,0
15590,735,Guatemala,M,34,1,0,1,1,0,0,0
15599,697,Guatemala,F,49,7,1113.04,4,0,1,1,1
15783,813,Quetzaltenango,M,27,6,0,1,1,0,1,0
15597,772,Guatemala,M,43,6,225,2,1,1,0,0
15597,606,Guatemala,F,71,8,657.98,2,1,1,1,0
15724,667,Quetzaltenango,F,42,10,199.97,2,0,0,0,0
15778,637,Quetzaltenango,M,40,9,1025,1,1,1,1,1
15684,542,Guatemala,M,67,10,0,1,0,1,1,0
15756,762,Escuintla,F,43,5,0,1,1,1,1,0
15632,698,Guatemala,F,39,4,225,2,0,1,0,0
15755,850,Guatemala,F,32,8,225,2,1,1,0,0
15659,621,Guatemala,F,50,5,199.97,2,1,0,0,1
15742,671,Quetzaltenango,F,48,9,0,2,0,0,1,0
15801,775,Guatemala,M,31,9,858.67,2,1,0,1,0
15647,504,Escuintla,M,34,0,657.74,1,1,1,1,0
15644,751,Escuintla,F,37,3,300,2,1,0,1,0
15709,691,Quetzaltenango,M,30,7,0,2,0,0,1,0
15684,841,Quetzaltenango,M,32,2,0,1,1,0,1,0
15627,709,Quetzaltenango,M,23,8,598,2,1,0,1,0
15667,673,Guatemala,M,37,2,300,1,1,1,1,0
15690,541,Guatemala,M,37,9,328.98,1,0,1,1,0
15595,661,Guatemala,F,31,3,428.99,2,1,0,1,0
15777,784,Escuintla,F,42,2,0,2,1,0,1,0
15804,742,Guatemala,F,35,2,0,1,1,1,0,0
15717,850,Escuintla,F,55,7,199.97,1,0,0,0,1
15754,443,Guatemala,F,35,9,399.98,1,1,0,0,1
15776,778,Quetzaltenango,F,48,3,327.46,2,1,0,1,0
15713,529,Guatemala,M,39,6,698.01,2,1,0,1,0
15683,678,Quetzaltenango,F,37,2,0,1,1,1,0,0
15673,516,Escuintla,F,65,9,274.99,1,1,0,0,0
15771,469,Escuintla,M,35,5,0,2,1,0,1,0
15578,786,Escuintla,M,40,6,328.99,2,0,0,1,0
15737,703,Guatemala,F,41,6,200.46,1,1,0,1,0
15750,579,Quetzaltenango,M,41,0,149,1,0,1,1,0
15576,565,Guatemala,M,38,5,277.24,2,0,1,1,0
15635,443,Guatemala,M,44,2,0,1,1,0,0,0
15627,589,Guatemala,M,37,7,349.27,2,1,0,1,1
15811,691,Guatemala,F,44,6,300,2,1,1,1,0
15645,711,Guatemala,F,28,8,2022.44,2,0,0,1,0
15689,775,Escuintla,M,27,4,0,1,1,1,1,0
15718,621,Guatemala,M,35,7,0,1,1,0,1,0
15803,350,Guatemala,M,51,10,399,1,1,1,1,1
15593,668,Escuintla,F,30,8,0,2,1,0,1,0
15703,633,Escuintla,M,27,3,199.97,2,1,0,0,0
15570,697,Quetzaltenango,M,43,8,397.5,1,1,0,1,1
15567,734,Quetzaltenango,F,30,7,931.57,1,1,1,1,0
15711,434,Guatemala,M,41,4,249.97,1,0,1,0,0
15656,646,Quetzaltenango,M,48,8,0,2,1,1,0,0
15634,764,Guatemala,M,30,5,348.99,2,0,1,1,0
15769,727,Escuintla,F,41,10,668.21,2,0,1,1,0
15711,724,Guatemala,F,29,6,299,2,0,1,1,0
15714,749,Escuintla,M,42,9,306.29,1,0,0,0,1
15642,706,Quetzaltenango,F,47,10,229.97,1,1,0,0,1
15713,728,Guatemala,M,30,10,298.49,1,0,1,1,0
15744,636,Guatemala,M,44,2,699,2,0,0,1,0
15780,634,Guatemala,M,34,3,199.97,1,1,1,0,0
15624,627,Guatemala,M,43,8,0,1,0,1,1,0
15615,518,Guatemala,M,59,5,669.14,1,0,1,1,0
15570,687,Escuintla,F,29,7,0,1,0,1,0,0
15762,622,Escuintla,F,23,8,0,2,1,1,0,0
15661,693,Escuintla,F,45,4,0,2,1,1,0,0
15746,450,Escuintla,M,25,9,328.99,2,0,1,1,0
15691,664,Quetzaltenango,F,49,5,450,2,1,0,0,1
15793,663,Escuintla,F,28,8,0,2,1,0,0,0
15577,660,Guatemala,M,34,8,1345.33,2,0,1,1,0
15667,579,Guatemala,F,29,10,268.44,2,1,1,1,0
15673,655,Quetzaltenango,F,44,6,0,1,1,0,1,1
15701,683,Guatemala,M,47,1,328.99,2,1,0,1,0
15644,655,Guatemala,F,32,2,0,1,1,1,1,0
15635,575,Escuintla,F,30,8,328.98,2,1,0,1,0
15632,574,Escuintla,M,30,5,0,1,1,0,0,0
15720,795,Guatemala,M,32,2,597.72,1,1,1,1,0
15619,776,Guatemala,F,43,4,579.63,2,0,1,1,0
15697,707,Escuintla,F,52,7,328.99,1,1,0,1,1
15784,705,Quetzaltenango,F,37,3,0,1,1,1,1,1
15567,678,Quetzaltenango,F,44,2,0,2,0,1,0,0
15732,663,Guatemala,M,34,10,0,1,1,1,1,0
15757,748,Guatemala,M,66,8,299,1,1,1,1,0
15727,677,Escuintla,F,34,10,10.99,1,1,1,1,0
15738,634,Escuintla,M,63,10,0,2,1,0,0,1
15765,350,Guatemala,F,60,3,225,1,0,0,0,1
15665,727,Guatemala,M,61,0,0,2,1,1,0,1
15618,773,Quetzaltenango,M,51,8,518.69,2,1,1,1,0
15791,675,Guatemala,M,39,1,0,2,1,0,0,0
15638,649,Escuintla,F,36,6,10.99,1,0,0,1,0
15585,552,Guatemala,M,29,10,0,2,1,0,1,0
15677,761,Quetzaltenango,M,62,5,0,1,0,0,1,1
15646,622,Guatemala,M,31,7,225,1,1,0,0,0
15656,615,Guatemala,M,59,8,677.17,2,1,1,1,0
15621,681,Quetzaltenango,M,31,4,2061.49,2,0,0,1,0
15592,768,Guatemala,M,30,6,0,2,1,1,0,0
15589,617,Escuintla,M,34,9,0,2,1,0,1,0
15602,452,Guatemala,F,33,6,225,2,1,0,0,0
15812,807,Quetzaltenango,M,37,10,10.99,2,0,1,1,0
15695,567,Escuintla,M,44,9,0,2,1,0,1,0
15723,603,Escuintla,M,24,1,274.99,2,1,0,0,0
15761,617,Escuintla,F,37,9,0,1,1,0,1,0
15650,701,Guatemala,F,34,3,590.19,1,0,1,1,0
15669,820,Quetzaltenango,M,39,9,299,1,1,0,1,1
15751,438,Guatemala,M,60,7,0,1,0,1,1,0
15809,600,Escuintla,F,27,6,328.99,2,1,1,1,0
15617,782,Guatemala,M,34,9,299,1,1,0,1,1
15590,638,Quetzaltenango,F,41,9,225,1,1,0,0,1
15801,850,Quetzaltenango,M,27,1,518.69,2,1,1,1,0
15770,741,Quetzaltenango,F,19,8,585.38,2,1,0,1,0
15572,689,Escuintla,M,73,1,0,1,0,1,1,0
15603,743,Quetzaltenango,F,35,1,0,1,1,0,0,0
15619,493,Guatemala,F,36,2,0,2,0,1,1,0
15691,416,Escuintla,M,35,8,387.47,1,0,0,1,0
15783,725,Guatemala,F,25,9,0,2,1,1,0,0
15766,497,Guatemala,M,34,2,300,2,1,1,1,0
15574,537,Quetzaltenango,M,66,8,296.87,2,1,1,1,0
15578,706,Escuintla,F,29,1,0,1,1,1,1,1
15716,651,Escuintla,M,38,2,10.99,3,1,0,1,1
15690,720,Guatemala,M,33,2,649,2,0,1,1,0
15630,797,Guatemala,M,45,8,353.98,1,0,0,1,0
15630,543,Escuintla,M,23,5,0,2,1,0,1,0
15803,454,Guatemala,M,34,4,0,2,1,0,1,0
15647,691,Guatemala,M,37,9,310,1,1,1,0,0
15606,510,Guatemala,F,52,6,0,1,1,1,1,1
15714,792,Escuintla,F,40,7,0,1,1,0,1,0
15741,721,Guatemala,M,41,6,297.77,1,1,1,1,0
15773,765,Guatemala,M,41,2,274.97,2,0,1,0,0
15758,850,Escuintla,M,39,8,0,2,1,1,1,0
15598,681,Quetzaltenango,M,38,6,299,2,1,1,1,0
15669,586,Guatemala,F,60,3,249.98,2,0,1,0,1
15624,753,Guatemala,F,36,7,0,1,1,1,0,1
15760,593,Quetzaltenango,F,38,5,149,2,0,1,1,0
15699,674,Guatemala,F,21,9,298.19,2,1,1,1,0
15616,610,Guatemala,F,35,7,334.3,1,1,1,1,0
15773,652,Guatemala,M,26,3,0,2,0,1,0,0
15770,850,Quetzaltenango,F,26,8,632,1,1,0,1,0
15589,740,Guatemala,F,51,4,0.44,2,1,1,1,0
15710,637,Quetzaltenango,M,43,1,299,2,0,1,1,1
15800,685,Escuintla,M,31,7,518.69,2,1,1,1,0
15570,558,Escuintla,M,40,4,815.14,1,0,0,1,0
15575,677,Guatemala,F,37,3,10.99,2,1,1,1,0
15790,592,Quetzaltenango,M,36,10,450,1,0,1,0,0
15714,652,Quetzaltenango,M,36,9,299,1,0,0,1,0
15619,662,Escuintla,F,42,6,508.92,1,1,0,1,0
15673,543,Guatemala,M,64,4,0,2,1,1,1,0
15578,675,Escuintla,F,50,1,348.16,1,0,1,1,0
15752,643,Escuintla,F,35,6,0,2,1,1,1,0
15797,611,Quetzaltenango,F,49,9,588.19,2,1,1,1,1
15570,412,Guatemala,M,29,5,225,2,0,0,0,0
15580,638,Escuintla,M,41,7,290,2,1,0,1,0
15777,824,Escuintla,F,38,3,0,2,1,0,0,0
15769,683,Guatemala,F,40,1,0,2,0,0,1,0
15810,562,Quetzaltenango,F,39,6,0,1,1,0,1,1
15645,599,Guatemala,F,41,2,0,1,1,0,1,0
15765,753,Guatemala,M,35,4,0,2,1,1,1,0
15760,594,Guatemala,M,50,7,298.19,1,1,1,1,0
15794,657,Guatemala,M,34,3,290,1,1,0,1,0
15589,716,Escuintla,M,34,9,659.34,1,1,1,1,0
15662,850,Guatemala,M,43,7,225,2,1,1,0,0
15809,664,Guatemala,M,46,2,225,1,1,1,0,1
15731,558,Guatemala,M,33,0,328.99,1,1,1,1,1
15774,606,Quetzaltenango,M,40,1,0,2,1,1,1,0
15646,776,Escuintla,M,33,2,327.98,2,1,1,1,0
15718,557,Escuintla,M,36,1,225,1,1,0,0,0
15610,614,Guatemala,F,27,9,0,2,0,0,1,0
15616,620,Escuintla,M,42,4,0,1,0,1,1,0
15790,695,Escuintla,M,35,7,10.99,2,1,0,1,0
15635,729,Quetzaltenango,F,39,1,10.99,1,1,1,1,0
15616,571,Guatemala,F,53,2,588.19,2,1,0,1,0
15630,457,Guatemala,M,40,10,428.98,2,1,0,1,0
15734,559,Guatemala,F,29,3,538.12,1,1,0,1,0
15721,664,Guatemala,F,38,4,599.96,2,1,0,1,0
15590,500,Escuintla,F,50,5,0,4,1,1,1,1
15590,782,Quetzaltenango,M,42,7,299,1,1,0,1,0
15752,708,Escuintla,M,38,8,10.99,1,1,0,1,0
15800,681,Guatemala,M,43,3,224,1,1,1,0,1
15630,674,Escuintla,F,39,6,0,2,1,1,1,0
15689,697,Escuintla,M,43,10,0,1,0,0,1,0
15759,774,Guatemala,F,26,5,0,2,1,1,0,0
15810,624,Guatemala,M,36,6,0,2,0,0,1,0
15668,747,Escuintla,M,37,1,29.99,2,0,1,1,0
15743,715,Guatemala,F,32,10,274.99,2,1,0,0,0
15725,808,Guatemala,M,24,4,0,1,1,0,1,0
15761,678,Guatemala,F,43,7,0,1,0,0,1,0
15769,813,Quetzaltenango,M,59,2,10.99,1,1,0,1,1
15781,687,Escuintla,M,38,8,225,2,1,1,0,1
15599,832,Guatemala,F,29,5,0,2,1,0,1,0
15639,668,Guatemala,M,72,2,0,2,1,1,0,0
15810,526,Quetzaltenango,M,34,3,0,1,1,1,1,0
15653,457,Guatemala,F,38,7,249.97,1,1,1,0,0
15708,649,Escuintla,F,38,8,898.98,1,1,0,1,0
15733,669,Guatemala,F,41,0,0,2,0,0,1,0
15789,668,Guatemala,M,42,8,225,1,1,1,0,1
15699,466,Guatemala,F,30,3,0,1,1,0,1,0
15626,685,Guatemala,M,30,2,328.99,2,1,1,1,0
15810,610,Guatemala,M,34,0,10.99,1,0,0,1,0
15684,582,Quetzaltenango,F,50,6,450,2,1,1,0,0
15768,702,Quetzaltenango,M,36,9,10.99,2,1,0,1,0
15712,556,Escuintla,M,46,3,450,1,1,1,0,1
15696,812,Escuintla,F,24,1,0,1,0,0,1,0
15675,645,Quetzaltenango,M,47,9,10.99,1,1,0,1,1
15774,809,Guatemala,M,43,2,299,2,1,1,1,0
15603,560,Guatemala,M,49,4,259,1,1,1,0,1
15618,744,Guatemala,M,29,1,538.33,1,1,1,1,0
15614,731,Escuintla,F,39,2,0,2,1,0,1,0
15707,471,Escuintla,F,28,5,0,2,1,1,1,0
15749,686,Quetzaltenango,F,38,2,1083,3,0,0,1,1
15815,668,Escuintla,M,45,4,350,2,1,1,0,0
15779,575,Guatemala,M,36,1,732.44,1,0,1,1,0
15768,435,Quetzaltenango,M,37,8,0,1,0,1,1,1
15637,743,Guatemala,M,23,3,798.71,1,1,0,1,0
15777,580,Guatemala,F,39,9,698.12,1,1,0,1,0
15788,599,Quetzaltenango,F,49,10,151.99,2,1,1,1,1
15790,534,Escuintla,M,34,5,350,1,0,1,1,0
15739,680,Guatemala,F,32,5,648.71,1,1,1,1,0
15612,631,Escuintla,F,46,10,535.35,2,1,1,1,0
15631,485,Guatemala,F,39,2,0,1,1,1,1,0
15658,699,Guatemala,F,40,8,0,1,1,0,1,0
15724,712,Guatemala,M,34,1,99,2,1,1,1,0
15740,603,Guatemala,M,51,8,550,1,1,0,1,1
15760,850,Guatemala,M,40,6,10.99,1,1,0,1,0
15677,584,Guatemala,F,41,3,399,2,1,1,1,0
15611,604,Guatemala,F,71,2,0,2,1,1,0,0
15633,586,Guatemala,M,51,2,149,1,1,1,1,0
15671,467,Escuintla,M,39,5,295.36,2,1,1,1,0
15790,520,Guatemala,M,35,9,10.99,1,1,1,1,0
15737,683,Escuintla,M,40,4,297.42,1,1,1,1,1
15661,557,Guatemala,M,36,3,10.99,1,0,1,1,0
15797,613,Escuintla,F,32,0,0,2,0,1,1,0
15710,786,Guatemala,M,34,3,973.95,1,0,0,1,0
15656,593,Escuintla,M,32,10,0,1,1,0,1,0
15705,670,Escuintla,F,29,9,328.16,2,1,0,1,0
15744,657,Quetzaltenango,F,48,5,797.81,1,0,0,1,1
15781,718,Quetzaltenango,M,32,9,299.97,2,1,1,1,0
15637,623,Guatemala,F,24,7,669.51,2,1,1,1,0
15717,496,Guatemala,M,31,5,450,2,1,0,0,0
15746,429,Guatemala,F,39,6,0,1,1,0,0,0
15804,606,Guatemala,M,36,1,0,1,1,1,0,1
15665,499,Guatemala,F,46,6,17.72,2,1,0,1,0
15757,642,Guatemala,M,62,7,10.99,2,1,1,1,0
15578,641,Guatemala,F,52,4,648,1,1,0,1,1
15794,673,Guatemala,M,32,8,10.99,1,1,0,1,0
15697,570,Guatemala,F,36,3,225,2,1,0,0,0
15629,472,Guatemala,F,37,1,0,2,1,1,0,0
15624,550,Quetzaltenango,M,35,9,225,2,1,0,0,0
15570,625,Quetzaltenango,F,55,8,10.99,4,0,0,1,1
15808,516,Guatemala,M,46,2,518,2,1,1,1,0
15805,682,Quetzaltenango,M,32,2,0,2,1,1,1,0
15709,620,Guatemala,M,28,8,399,2,1,1,1,0
15801,626,Guatemala,F,39,0,225,2,1,1,0,0
15567,623,Guatemala,F,29,1,10.99,2,0,0,1,0
15675,569,Guatemala,F,35,4,1047.98,1,1,0,1,0
15665,724,Guatemala,F,69,5,225,1,1,1,0,0
15761,678,Guatemala,F,55,5,10.99,1,0,1,1,1
15700,713,Escuintla,F,26,4,0,2,1,0,0,1
15631,631,Guatemala,M,32,10,0,2,0,1,0,0
15630,846,Guatemala,F,37,6,0,1,1,1,0,0
15585,660,Guatemala,F,43,1,0,1,0,1,1,1
15722,567,Guatemala,M,54,9,10.99,1,0,0,1,1
15737,731,Guatemala,M,31,1,0,1,1,1,1,0
15722,693,Escuintla,M,47,8,588.19,1,1,1,1,0
15806,772,Guatemala,M,34,9,10.99,2,1,0,1,0
15658,657,Guatemala,M,38,7,498.71,2,1,0,1,0
15810,774,Quetzaltenango,M,34,4,290,2,0,1,1,0
15709,667,Guatemala,F,37,9,145,2,1,1,1,0
15727,516,Guatemala,F,37,8,0,1,0,0,1,0
15752,551,Escuintla,M,49,1,170,2,1,1,0,0
15616,542,Escuintla,M,35,2,518.73,1,1,1,1,0
15572,623,Guatemala,M,28,7,225,1,0,0,0,0
15674,701,Guatemala,F,43,2,313.99,1,0,1,1,0
15662,583,Guatemala,M,48,3,0,1,1,0,1,1
15649,731,Escuintla,M,46,10,49.42,2,1,0,1,0
15700,461,Guatemala,F,35,5,225,1,1,1,0,0
15636,702,Quetzaltenango,F,23,7,0,1,1,0,1,0
15713,565,Quetzaltenango,F,47,10,300,1,1,0,1,1
15592,711,Escuintla,M,42,3,0,3,0,1,1,1
15581,664,Guatemala,M,54,8,597.19,1,1,1,1,1
15641,518,Escuintla,M,50,4,290,1,0,0,1,1
15723,728,Escuintla,M,42,8,0,2,0,1,1,0
15787,585,Quetzaltenango,M,37,6,0,1,1,1,0,0
15710,573,Guatemala,M,52,8,298.47,2,0,1,1,0
15627,568,Quetzaltenango,M,26,1,200,2,1,0,0,0
15657,602,Quetzaltenango,F,26,8,973.47,1,1,0,1,1
15676,603,Guatemala,M,44,9,597.95,1,1,0,1,0
15607,687,Guatemala,M,38,0,125,1,0,1,0,0
